Query_id,query
internvid_korean_other_pov_base_0,"WWII unplanned bomb detonation Great Yarmouth, England"
internvid_korean_other_pov_base_1,2022 man escaping from Yeosu police station
internvid_korean_other_pov_description_0,Undetonated WWII bomb discovered in England during river repair work
internvid_korean_other_pov_ocr_0,Unplanned WWII bomb detonation casualties
internvid_korean_other_pov_ocr_1,Escaped man accused of enabling underage prostitution
internvid_korean_election_professional_base_0,Korean Democratic presidential candidate selection postponed
internvid_korean_election_professional_base_1,Korea Construction Workers' Union for the Disabled backs Lee Jae-myung
internvid_korean_election_professional_description_0,Lee Sang-min comments on presidential candidate selection delay
internvid_korean_election_professional_description_1,Jeonbuk disabled workers' union Provincial Council Plaza meeting
internvid_korean_election_professional_speech_0,Election delays due to COVID-19 in Korea
internvid_korean_election_professional_speech_1,Korean Disabled Construction Workers' Union Doihoe Square press conference about Lee Jae-myung
internvid_korean_election_professional_ocr_0,Length of postponement for Democratic presidential candidate choice
internvid_korean_election_professional_ocr_1,2022 presidential election preferred candidate for disabled workers' unions
internvid_korean_election_edited_base_0,People Power Party election debate
internvid_korean_election_edited_description_0,Ahn Cheol-soo representative election debate
internvid_korean_election_edited_speech_0,People Power Party debate nuclear budget
internvid_korean_election_edited_ocr_0,People Power Party election debate questions
internvid_korean_protest_professional_base_0,March 1 protests COVID-19 precautions
internvid_korean_protest_professional_description_0,Illegal protests planned by conservative groups COVID-19
internvid_korean_protest_professional_speech_0,Response to spread of COVID-19 at Gwangbokjeol rally
internvid_korean_protest_professional_ocr_0,Vehicle rallies during COVID-19
internvid_korean_emergency_professional_base_0,Victims identified from sinking of Sewol Ferry
internvid_korean_emergency_professional_description_0,Danwon High School teachers found dead in Sewol Ferry wreckage
internvid_korean_emergency_professional_speech_0,Process for identifying remains and testing DNA from Sewol Ferry
internvid_korean_emergency_professional_ocr_0,3 people identified at Sewol Ferry Site Recovery Headquarters
internvid_korean_emergency_pov_base_0,2021 Jungbu Expressway crash
internvid_korean_emergency_pov_base_1,2022 California train crash with plane
internvid_korean_emergency_pov_description_0,Four-car accident killing two people
internvid_korean_emergency_pov_description_1,Pilot of crashed airplane rescued before collision
internvid_korean_emergency_pov_ocr_0,Rolling tires causing major collision on highway
internvid_korean_emergency_edited_base_0,Three Pohang schools receive special grants after typhoon damage
internvid_korean_emergency_edited_speech_0,"Daeheung Middle School, Namseong Elementary School, Indeok Elementary School damaged by flooding"
internvid_korean_emergency_edited_ocr_0,4.7 billion won granted to Pohang schools affected by typhoon
internvid_korean_sports_pov_base_0,Lee Jung-hoo hits home run
internvid_korean_sports_pov_base_1,Pitcher warm-up at baseball game
internvid_korean_sports_pov_ocr_0,Kiwoom Heroes player hits home run
internvid_korean_sports_pov_description_0,Doosan Bears Dustin Nippert warm-up pitch
internvid_korean_sports_edited_base_0,Player #7 basketball highlights
internvid_korean_sports_edited_base_1,"KIA Tigers, LG Twins pitchers"
internvid_korean_sports_edited_base_2,Japanese soccer team World Cup performance
internvid_korean_sports_edited_base_3,Jaekwon Han highlights volleyball team during warm-up
internvid_korean_sports_edited_base_4,Korea beats Croatia at Volleyball World Championship
internvid_korean_sports_edited_base_5,Kim Ki-seong ice hockey goal
internvid_korean_sports_edited_base_6,Women's long jump finals
internvid_korean_sports_edited_base_7,Women's weightlifting competition
internvid_korean_sports_edited_description_0,Park Min-soo basketball tournament highlight
internvid_korean_sports_edited_description_1,KIA Tigers pitcher line-up changes
internvid_korean_sports_edited_description_2,Japan defeated by Colombia at World Cup
internvid_korean_sports_edited_description_3,Winter league volleyball warm-up
internvid_korean_sports_edited_description_4,Korea versus Croatia World Volleyball Championship 2022
internvid_korean_sports_edited_description_5,HL Anyang Kim Ki-seong goal
internvid_korean_sports_edited_description_6,National Sports Festival high school long jump
internvid_korean_sports_edited_description_7,"35th National Women's Weightlifting Championships, Gyeongnam, Goseong"
internvid_korean_sports_edited_ocr_0,Park Min-soo key plays and winning basket
internvid_korean_sports_edited_ocr_1,Kim Dae-yu bolsters KIA left-handed pitcher line-up
internvid_korean_sports_edited_ocr_2,"Japanese World Cup wins against Germany, Spain"
internvid_korean_sports_edited_ocr_3,Ansan OK volleyball team warm-up
internvid_korean_sports_edited_ocr_4,Korea vs Croatia World Championship in Gdańsk
internvid_korean_sports_edited_ocr_5,102nd National Sports Festival women's long jump
internvid_korean_sports_edited_ocr_6,137kg women's clean and jerk
internvid_korean_sports_edited_speech_0,New KIA Tigers pitcher Kim Dae-yu
internvid_korean_sports_edited_speech_1,Japanese team disappointing performance at World Cup
internvid_korean_sports_edited_speech_2,Player preview during pre-game volleyball warm-up
internvid_korean_sports_edited_speech_3,Korea wins 4th set against Croatia
internvid_korean_sports_edited_speech_4,Kim Ki-seong makes first goal
internvid_korean_sports_professional_base_0,Lyon vs Marseille Olympic team soccer match
internvid_korean_sports_professional_description_0,French Olympic Derby League 1 soccer match
internvid_korean_sports_professional_ocr_0,French Olympic Derby at Groupama Stadium
internvid_russian_political_edited_base_0,2022 Russian invasion of Ukraine
internvid_russian_political_edited_base_1,2022 Caspian Summit
internvid_russian_political_edited_base_2,2022 murder of Tumso Abdurakhmanov
internvid_russian_political_edited_base_3,Failure of initial 2023 Russian invasion of Ukraine
internvid_russian_political_edited_base_4,US bill increasing smoking age limit
internvid_russian_political_edited_base_5,US Muslim travel ban suspended by federal court
internvid_russian_political_edited_base_6,Political tension over Ukrainian football uniform
internvid_russian_political_edited_description_0,Sergei Medvedev on Russian updated strategy against Ukraine
internvid_russian_political_edited_description_1,Russian citizens discussing fallout from war with Ukraine
internvid_russian_political_edited_description_2,2022 shooting of Chechen journalist in Sweden
internvid_russian_political_edited_description_3,Russian invasion casualty reporting discrepancies
internvid_russian_political_edited_description_4,Smoking prevalence in USA versus Eastern Europe
internvid_russian_political_edited_description_5,Moscow people reaction to failed invasion of Kyiv
internvid_russian_political_edited_description_6,Migrants comment on suspension of Muslim ban
internvid_russian_political_edited_description_7,Russia angry about Ukrainian football jerseys
internvid_russian_political_edited_speech_0,Belgorod Russian military digging anti-tank ditches
internvid_russian_political_edited_speech_1,European support of Ukraine against Russia
internvid_russian_political_edited_speech_2,Isolation of Russia from the west due to Ukraine invasion
internvid_russian_political_edited_speech_3,Russian military changes to age requirements
internvid_russian_political_edited_speech_4,Ramzan Kadyrov critic in hiding
internvid_russian_political_edited_speech_5,Sergei Shoygu's troop mobilization plan
internvid_russian_political_edited_speech_6,Russo-Ukrainian war causing needless killings
internvid_russian_political_edited_speech_7,Countries affected by Muslim ban
internvid_russian_political_edited_speech_8,Crimean Peninsula Ukrainian football jersey 2020
internvid_russian_political_edited_ocr_0,Impact of barricade tactics against Ukrainian artillery systems
internvid_russian_political_edited_ocr_1,Expected outcome of 2022 initial Russian invasion
internvid_russian_political_edited_ocr_2,Vladimir Putin reception in Turkmenistan
internvid_russian_political_edited_ocr_3,Possibility of new major Russian offensive into Ukraine
internvid_russian_political_edited_ocr_4,Issues with Russian military enlistment numbers
internvid_russian_political_edited_ocr_5,Mark Milley statement on Russian losses
internvid_russian_political_edited_ocr_6,1964 report on smoking dangers by Luther Terry
internvid_russian_political_edited_ocr_7,Russian plan to take Kyiv in three days
internvid_russian_political_edited_ocr_8,Donald Trump comments on suspension of Muslim ban
internvid_russian_political_pov_base_0,2022 Russian invasion of Ukraine
internvid_russian_political_pov_base_1,2022 Belarus law on interactions between government and civil society
internvid_russian_political_pov_base_2,2015 Belarusian tax law changes
internvid_russian_political_pov_base_3,Aleksandr Lukashenko visiting agricultural centers
internvid_russian_political_pov_base_4,2022 Russian armored vehicle opens fire on civilians in Almaty
internvid_russian_political_pov_description_0,Aleksandr Lukashenko discussing political parties restrictions
internvid_russian_political_pov_description_1,Vladimir Putin speech requesting negotiation with Ukraine
internvid_russian_political_pov_description_2,October 2022 Russian drone strikes on Kyiv
internvid_russian_political_pov_description_3,Meeting to discuss Belarus tax system
internvid_russian_political_pov_description_4,Russian ground forces equipment and armor
internvid_russian_political_pov_description_5,Soldiers losing legs in Russia-Ukraine war
internvid_russian_political_pov_description_6,Belarusian president trying Krupki drinks
internvid_russian_political_pov_description_7,Family reunited after Ukraine recapture of Tsyrkuny
internvid_russian_political_pov_description_8,CSTO military vehicle shoots weapons in Almaty
internvid_russian_political_pov_speech_0,Viewpoints of different Belarusian political parties
internvid_russian_political_pov_speech_1,2022 Russian-Ukraine ceasefire
internvid_russian_political_pov_speech_2,Ukrainians shooting at enemy military drones
internvid_russian_political_pov_speech_3,Unrest in Russian military ranks during Ukraine invasion
internvid_russian_political_pov_speech_4,Adjustments to Belarus individual patent fees
internvid_russian_political_pov_speech_5,Russian armor failing test against common Ukrainian rifles
internvid_russian_political_pov_speech_6,Russian soldier sending love to family
internvid_russian_political_pov_speech_7,Kazakh revolution suppression unprovoked assault on civilians
internvid_russian_political_pov_ocr_0,Kyiv buildings and facilities damaged by drone attack
internvid_russian_political_pov_ocr_1,Vladimir Amarin press conference
internvid_russian_political_pov_ocr_2,Kharkiv soldier reaction to seeing mother
internvid_russian_political_professional_base_0,2022 Russian invasion of Ukraine
internvid_russian_political_professional_base_1,2019 Russian fuel price fluctuations
internvid_russian_political_professional_base_2,Opening of European school in Georgia
internvid_russian_political_professional_base_3,EU migration and asylum pact
internvid_russian_political_professional_base_4,Shortage of preschools in Kyrgyzstan
internvid_russian_political_professional_base_5,International involvement in 2023 Russo-Ukrainian War
internvid_russian_political_professional_base_6,Increased agricultural progress in Kazakhstan
internvid_russian_political_professional_base_7,2015 EU-Russian relations post-Crimea annexation
internvid_russian_political_professional_base_8,Kazakhstan airport fuel sale controversy
internvid_russian_political_professional_base_9,Russian government plans for responding to emergencies
internvid_russian_political_professional_base_10,1999 NATO bombing of Yugoslavia
internvid_russian_political_professional_base_11,Historical memorial preservation in Belarus
internvid_russian_political_professional_base_12,Failure of initial 2023 Russian invasion of Ukraine
internvid_russian_political_professional_base_13,Russian plan to increase Arctic population
internvid_russian_political_professional_base_14,2015 Chinese economic slowdown
internvid_russian_political_professional_base_15,2019 Azerbaijan embassy ribbon cutting in Brussels
internvid_russian_political_professional_base_16,2017 Tehran terrorist attacks
internvid_russian_political_professional_base_17,Meeting between Azerbaijan and Kyrgyzstan political leaders
internvid_russian_political_professional_base_18,Meeting between Russian and Austrian political leaders
internvid_russian_political_professional_base_19,Nord Stream natural gas pipeline
internvid_russian_political_professional_base_20,2019 Petro Poroshenko UN speech
internvid_russian_political_professional_base_21,Congress overrides presidential veto on bill allowing 9/11 families to sue Saudi Arabia
internvid_russian_political_professional_base_22,Western leaders respond to Putin's referendums and military mobilization
internvid_russian_political_professional_description_0,Plan for controlling Russian fuel prices
internvid_russian_political_professional_description_1,Johannes Hahn attending school opening ceremony
internvid_russian_political_professional_description_2,Russia Ukraine battle control of Donbas
internvid_russian_political_professional_description_3,EU nations against migration quotas
internvid_russian_political_professional_description_4,Kyrgyzstan government proposal for improved preschool education
internvid_russian_political_professional_description_5,Turkish and Chinese support for Russia in war with Ukraine
internvid_russian_political_professional_description_6,Anti-monopoly political agency statement on fuel price disparity
internvid_russian_political_professional_description_7,Widespread fire safety hazards in Russian schools
internvid_russian_political_professional_description_8,Fallout of Operation Merciful Angel bombing in Belgrade
internvid_russian_political_professional_description_9,Vladimir Putin decision to attack Kyiv
internvid_russian_political_professional_description_10,Russian government offering free Arctic land
internvid_russian_political_professional_description_11,Chinese economic sectors shifting in importance
internvid_russian_political_professional_description_12,Ilham Aliyev inauguration of Brussels embassy
internvid_russian_political_professional_description_13,June 2017 shooting in Iranian Parliament
internvid_russian_political_professional_description_14,Kyrgyzstan-Azerbaijan Friendship Park opening
internvid_russian_political_professional_description_15,Karl Nehammer Moscow visit
internvid_russian_political_professional_description_16,Russian pipeline construction competing with Ukraine
internvid_russian_political_professional_description_17,Ukrainian president demanding Russia honor Minsk agreements
internvid_russian_political_professional_description_18,Growing support for Ukraine among Western leaders
internvid_russian_political_professional_speech_0,Russian government lack of gasoline regulations
internvid_russian_political_professional_speech_1,Budget for future school opening in Eastern Partnership countries
internvid_russian_political_professional_speech_2,Russian troop movement Luhansk Donetsk
internvid_russian_political_professional_speech_3,Consequences of failing to meet EU migration quota
internvid_russian_political_professional_speech_4,Saudi Arabian assistance building Kyrgyzstan schools
internvid_russian_political_professional_speech_5,US reaction to Turkiye providing weapons to Russia
internvid_russian_political_professional_speech_6,Erlan Kulekeev on farming season preparations
internvid_russian_political_professional_speech_7,EU review of 2015 Russian sanctions
internvid_russian_political_professional_speech_8,Nursultan Nazarbayev airport ticket price changes
internvid_russian_political_professional_speech_9,Improving rain and wind storm responses in Russia
internvid_russian_political_professional_speech_10,Impact of Fikret Alic picture in concentration camps
internvid_russian_political_professional_speech_11,Bereza committee meeting on protecting cultural sites
internvid_russian_political_professional_speech_12,Vladimir Putin quarantine isolation
internvid_russian_political_professional_speech_13,Russia preserving rights of indigenous Arctic people
internvid_russian_political_professional_speech_14,Central Bank of China reducing interest rates
internvid_russian_political_professional_speech_15,Museum carpet photos in Azerbaijan embassy
internvid_russian_political_professional_speech_16,Eight ISIL members sentenced to death for attacks
internvid_russian_political_professional_speech_17,Talant Mamytov and Sahiba Gafarova meeting
internvid_russian_political_professional_speech_18,Austrian Chancellor visiting Moscow to broker ceasefire
internvid_russian_political_professional_speech_19,Russian reliance on Ukrainian GTS pipeline
internvid_russian_political_professional_speech_20,Minsk agreements ending Donbas war
internvid_russian_political_professional_speech_21,International relations risks of allowing 9/11 families to sue Saudi Arabia
internvid_russian_political_professional_speech_22,Peter Stano on legality on Putin's Ukraine referendum
internvid_russian_political_professional_ocr_0,Dmitry Kozak statement on January price increases
internvid_russian_political_professional_ocr_1,Scholarship awarded to Georgian Euroschool by 30 students
internvid_russian_political_professional_ocr_2,Bektan Moldosdykov discussing school construction project
internvid_russian_political_professional_ocr_3,Marina Vorotnyuk Turkiye finding sanctions loopholes
internvid_russian_political_professional_ocr_4,Substantial increases of livestock in Jambyl region
internvid_russian_political_professional_ocr_5,Federica Mogherini statement on EU-Russian relations
internvid_russian_political_professional_ocr_6,Kazakhstan airport statement on ticket pricing disparity
internvid_russian_political_professional_ocr_7,Taimuraz Tuskayev leading meeting on emergency responses
internvid_russian_political_professional_ocr_8,Memorial to the genocide victims in Bronna Gora
internvid_russian_political_professional_ocr_9,"Russia preparing to sacrifice 300,000 troops"
internvid_russian_political_professional_ocr_10,Sergey Bebenin discussing Northern Russian infrastructure
internvid_russian_political_professional_ocr_11,Chinese Manufacturing Purchasing Managers Index declining
internvid_russian_political_professional_ocr_12,Gerhard Mangott reaction to political meeting
internvid_russian_political_professional_ocr_13,Barack Obama reasoning for vetoing 9/11 Saudi Arabia lawsuit bill
internvid_russian_political_professional_ocr_14,Bridget Brink tweets about Russian weakness and sham referenda
internvid_russian_protest_pov_base_0,2022 Russian invasion of Ukraine
internvid_russian_protest_pov_base_1,2022 protests against Russia-Ukraine war
internvid_russian_protest_pov_description_0,Protestors against Russian invasion detained
internvid_russian_protest_pov_description_1,Russian anti-war protestors detained by police
internvid_russian_protest_pov_speech_0,Russian-Ukraine war impact on Russian citizens
internvid_russian_protest_pov_speech_1,Protestors chanting in opposition of Russian invasion
internvid_russian_protest_pov_ocr_0,Sergei Tsukasov picketing against Vladimir Putin
internvid_russian_protest_edited_base_0,Swiss protests against Russian invasion of Ukraine
internvid_russian_protest_edited_description_0,Bern Federal Council calls for Russian ceasefire
internvid_russian_protest_edited_speech_0,Switzerland politicians condemn Ukraine invasion
internvid_russian_protest_edited_ocr_0,Ukrainian community in Switzerland demonstrating against war
internvid_russian_protest_professional_base_0,2021 KMK Munai workers strike
internvid_russian_protest_professional_description_0,Kazakhistani oil workers strike for higher wages
internvid_russian_protest_professional_speech_0,Working conditions in Aktobe oil fields
internvid_russian_protest_professional_ocr_0,Samat Berdenov response to workers' strike
internvid_russian_emergency_edited_base_0,Aftermath of 2017 Yantarny house fire
internvid_russian_emergency_edited_base_1,Emirates Airbus A380 flight with hole in side
internvid_russian_emergency_edited_base_2,2021 Kyrgystan-Tajikistan border conflict
internvid_russian_emergency_edited_description_0,Old woman living in abandoned school after losing home
internvid_russian_emergency_edited_description_1,Plane flying from Dubai to Australia despite mechanical issues
internvid_russian_emergency_edited_description_2,Dostuk residents still suffering after border clashes
internvid_russian_emergency_edited_speech_0,Homeless woman aided by Russian community
internvid_russian_emergency_edited_speech_1,Dubai plane continuing flight after takeoff incident
internvid_russian_emergency_edited_speech_2,Batken medical center demolished without compensation
internvid_russian_emergency_edited_ocr_0,Military veteran living in abandoned kindergarten
internvid_russian_emergency_edited_ocr_1,Kyrgyz entrepreneur struggling to rebuild medical center
internvid_russian_emergency_pov_base_0,2022 Azerbaijan forest fires
internvid_russian_emergency_pov_base_1,2021 Perm State University mass shooting
internvid_russian_emergency_pov_speech_0,Emergency response to fires in Gabala
internvid_russian_emergency_pov_speech_1,Russian University students panicking during school shooting
internvid_russian_emergency_pov_description_0,Conversation between professor and students during emergency
internvid_russian_emergency_pov_ocr_0,Oleg Syromyatnikov Russian literature lecture during shooting
internvid_russian_emergency_professional_base_0,2021 Lesosibirsk streets flooding
internvid_russian_emergency_professional_base_1,2022 Tuapse landslide
internvid_russian_emergency_professional_description_0,Seasonal flooding from snow melting
internvid_russian_emergency_professional_description_1,Novomikhailovsky school destroyed by landslide
internvid_russian_emergency_professional_speech_0,Emergency trucks pumping water from streets
internvid_russian_emergency_professional_speech_1,Russian landslide caused by prior storms
internvid_russian_emergency_professional_ocr_0,Valery Churilov leading flooding response
internvid_russian_emergency_professional_ocr_1,Tatyana Lyubimova explanation of landslide cause
internvid_russian_other_pov_base_0,Dagestan traffic stop and confrontation
internvid_russian_other_pov_base_1,Resident complaints about Russian winter road clearing efficacy
internvid_russian_other_pov_base_2,Construction industry in Belarus faces scrutiny for unfinished projects
internvid_russian_other_pov_description_0,Underlying conflict between Chechnya and Dagestan regions
internvid_russian_other_pov_description_1,Alexander Lukashenko critiques construction industry
internvid_russian_other_pov_speech_0,Apology after heated highway interaction
internvid_russian_other_pov_speech_1,Russian local government not clearing snow off sidewalk
internvid_russian_other_pov_speech_2,Unfinished residential buildings in Minsk cause housing instability
internvid_russian_other_edited_base_0,Indian students attempted cheating with counterfeit fingerprint
internvid_russian_other_edited_base_1,2022 Belarus tax code changes
internvid_russian_other_edited_description_0,Indian fingerprint scanning requirements for test taking
internvid_russian_other_edited_speech_0,Student cutting off finger skin during attempted cheating
internvid_russian_other_edited_speech_1,Tax benefits for Belarusian veterans and disabled people
internvid_russian_other_professional_base_0,playgrounds condemned Sovetsk region Russia
internvid_russian_other_professional_base_1,Muravlenko adoption program
internvid_russian_other_professional_base_2,Kazakhstani woman's pension affected by scammers
internvid_russian_other_professional_base_3,2021 Perm mass pigeon killings
internvid_russian_other_professional_base_4,Russian beverage factory Covid adjustments
internvid_russian_other_professional_description_0,Who oversees safety inquiry in Gastello 31
internvid_russian_other_professional_description_1,Muravlenko Family classes for new foster parents
internvid_russian_other_professional_description_2,Saryagash nurse unable to receive pension
internvid_russian_other_professional_description_3,Birds shot with pneumatic guns in Motovilikha
internvid_russian_other_professional_speech_0,casualties on Gastello 31 playgrounds
internvid_russian_other_professional_speech_1,Presidential grants awarded to adoption agency
internvid_russian_other_professional_speech_2,Fraudulent loan in Ekaterina Kremer's name
internvid_russian_other_professional_speech_3,Blood-covered pigeons in Perm alley
internvid_russian_other_professional_speech_4,Workers cleaning hands with antiseptics
internvid_russian_other_professional_ocr_0,who heads Sovetsk adolescent protections committee
internvid_russian_other_professional_ocr_1,Kirill Gorokhov psychologist discussing foster parent program
internvid_russian_other_professional_ocr_2,Investigation revealing identify theft through furniture purchase
internvid_russian_other_professional_ocr_3,Workers cleaning hands with antiseptics
internvid_russian_discovery_edited_base_0,2021 Russia introduction of electronic visas
internvid_russian_discovery_edited_base_1,2022 Moldova protests
internvid_russian_discovery_edited_description_0,Streamlined process for Russian visa approval
internvid_russian_discovery_edited_description_1,Chisinau people protesting inflation
internvid_russian_discovery_edited_speech_0,Increased duration of stay for foreign travelers to Russian
internvid_russian_discovery_edited_speech_1,Moldova protests law enforcement response
internvid_russian_discovery_edited_ocr_0,Russian border checkpoints accepting electronic visas
internvid_russian_discovery_edited_ocr_1,Protestors chanting about Russian food price increases
internvid_russian_discovery_professional_base_0,Archeological discoveries about origin of Slavic people
internvid_russian_discovery_professional_base_1,Opening of Positron Emission Tomography Center in Stavropol
internvid_russian_discovery_professional_base_2,2019 Vilkitsky Island expedition
internvid_russian_discovery_professional_base_3,2021 Estonia Covid vaccine rollout
internvid_russian_discovery_professional_base_4,2018 Uzbek training center inauguration
internvid_russian_discovery_professional_description_0,Belarusian State University History department archeological finds
internvid_russian_discovery_professional_description_1,Russian technology improvements for cancer diagnosis
internvid_russian_discovery_professional_description_2,Training for garbage cleanup on Arctic island
internvid_russian_discovery_professional_description_3,Estonia lowering Covid vaccine age limit
internvid_russian_discovery_professional_description_4,GRBS International Training and Examination Center opening
internvid_russian_discovery_professional_speech_0,Student excavation in Verkhnedvinsk region
internvid_russian_discovery_professional_speech_1,Eight-year construction of cancer diagnosis center completed
internvid_russian_discovery_professional_speech_2,Sceintists studying Vilkitsky Island wildlife
internvid_russian_discovery_professional_speech_3,Tallinn Covid cases decreasing
internvid_russian_discovery_professional_speech_4,Azerbaijani assistance building Tashkent education center
internvid_russian_discovery_professional_ocr_0,Historian Alexander Kokhanovsky interview
internvid_russian_discovery_professional_ocr_1,Vladislav Muradkhanov founding tomography center
internvid_russian_discovery_professional_ocr_2,Evgeny Rozhkovsky organizing Green Arctic project
internvid_russian_discovery_professional_ocr_3,Tanel Kiik warning Estonians about persistent Covid dangers
internvid_russian_discovery_professional_ocr_4,Azerbaijani center offering 300 professional trainings
internvid_russian_social_edited_base_0,Piet Mondrian painting hanging upside down
internvid_russian_social_edited_description_0,German museum hanging famous painting incorrectly
internvid_russian_social_pov_base_0,2022 Santa Claus train visiting Siberia
internvid_russian_social_pov_ocr_0,Russian children letters to Santa Claus
internvid_russian_social_professional_base_0,Subbotnik event Astana Kazakhstan 2023
internvid_russian_social_professional_base_1,68th annual Zheleznogorsk founding celebration
internvid_russian_social_professional_description_0,What do volunteers do for Subbotnik
internvid_russian_social_professional_speech_0,how long for polyethylene to degrade
internvid_russian_social_professional_speech_1,Activities and theme Zheleznogorsk founding day carnival
internvid_russian_election_pov_base_0,2022 Kazakh presidential election
internvid_russian_election_pov_speech_0,Kazakhstan State of the Nation address snap election announcement
internvid_russian_election_pov_ocr_0,Kassym-Jomart Tokayev announcement of presidential election
internvid_russian_election_edited_base_0,2019 St. Petersburg gubernatorial election
internvid_russian_election_edited_description_0,Alexander Beglov deceptive election strategy
internvid_russian_election_edited_speech_0,Alleged election fraud in St Petersburg governor race
internvid_russian_election_edited_ocr_0,Advertisement for political door-to-door personal information collection
internvid_russian_election_professional_base_0,2020 Tartarstan regional elections
internvid_russian_election_professional_base_1,2015 Odessa local elections
internvid_russian_election_professional_description_0,Journalists observing Russian election process
internvid_russian_election_professional_description_1,Ukranian mayoral election vote counting process
internvid_russian_election_professional_speech_0,Alexander Malkievich discussing election transparency
internvid_russian_election_professional_speech_1,Odessa election of mayor Gennadiy Trukhanov
internvid_russian_election_professional_ocr_0,Meeting between Russian polling observers
internvid_russian_election_professional_ocr_1,Evgeny Grigoriev discussing avoided election tampering
internvid_russian_sports_professional_base_0,Gazprom Dobycha Urengoy team wins fire and rescue sports competition
internvid_russian_sports_professional_description_0,Podolsk fire and rescue sports amateur results
internvid_russian_sports_professional_speech_0,Number of teams competing in Gazprom PAO fire and rescue sports cup
internvid_russian_sports_professional_ocr_0,Gazprom PAO fire and rescue competition leaderboard
internvid_russian_sports_edited_base_0,UAE vs. Australia in Asian Qualifiers
internvid_russian_sports_edited_description_0,Contenders in Qatar 2022 soccer bracket
internvid_russian_sports_edited_speech_0,Qatar World Cup qualifiers bracket
internvid_arabic_discovery_edited_base_0,Södertälje crow training for garbage collection
internvid_arabic_discovery_edited_base_1,Turkish automobile industry expansions
internvid_arabic_discovery_edited_base_2,Scientific study on dangers of soccer headers
internvid_arabic_discovery_edited_base_3,Singaporean researchers developing smart bandage
internvid_arabic_discovery_edited_base_4,New oil discoveries in southern Algeria
internvid_arabic_discovery_edited_description_0,Corvid Cleaning garbage collection experiment
internvid_arabic_discovery_edited_description_1,Türkiye developing local car brand
internvid_arabic_discovery_edited_description_2,New bandage connected to smart phone app
internvid_arabic_discovery_edited_description_3,Sonatrach Petroleum Corporation and Eni gas discoveries
internvid_arabic_discovery_edited_ocr_0,Crows getting rewarded for cleaning streets
internvid_arabic_discovery_edited_ocr_1,Prior failed Turkish automotive projects
internvid_arabic_discovery_edited_ocr_2,FIFA response to header trauma risks
internvid_arabic_discovery_edited_ocr_3,VeCare patient monitoring technology
internvid_arabic_discovery_edited_ocr_4,Sonatrach oil exploration budget
internvid_arabic_discovery_edited_speech_0,Bandage sensors automatically tracking wound healing
internvid_arabic_discovery_edited_speech_1,Sculpture excavation in Taghit leads to oil discovery
internvid_arabic_discovery_professional_base_0,Crows in Sweden trained to clean up streets
internvid_arabic_discovery_professional_base_1,Algerian glider launch news story
internvid_arabic_discovery_professional_base_2,Tour of Museum Hotel Antakya
internvid_arabic_discovery_professional_description_0,Swedish company trains crows in order to reduce cleaning costs
internvid_arabic_discovery_professional_description_1,First local Algerian glider
internvid_arabic_discovery_professional_description_2,Turkey hotel suspended over ancient ruins
internvid_arabic_discovery_professional_speech_0,Swedish startup company experiments with crows to reduce waste near Stockholm
internvid_arabic_discovery_professional_speech_1,ULM low-cost commercial aircraft
internvid_arabic_discovery_professional_speech_2,2009 discovery of archeological ruins during hotel construction
internvid_arabic_discovery_professional_ocr_0,Swedish company's solution to street waste problem
internvid_arabic_discovery_professional_ocr_1,Hotel built over ruins with 66 steel columns
internvid_arabic_political_edited_base_0,2021 Türkiye-UAE restoration of relations
internvid_arabic_political_edited_base_1,2022 New York City anti-motorcycle initiative
internvid_arabic_political_edited_base_2,Vladimir Putin playing hockey with Alyaksandr Lukashenko
internvid_arabic_political_edited_base_3,2022 murder of Shaima Jamal
internvid_arabic_political_edited_base_4,French political scandals in the Arab world
internvid_arabic_political_edited_base_5,Chinese school construction project in Iraq
internvid_arabic_political_edited_description_0,Political meeting between Tayyip Erdoğan and Tahnoun bin Zayed
internvid_arabic_political_edited_description_1,NYC police bulldozing motorcycles and ATVs
internvid_arabic_political_edited_description_2,Judge Ayman Hajjaj killing wife
internvid_arabic_political_edited_description_3,Emmanuel Macron arm sales to Saudi Arabia
internvid_arabic_political_edited_description_4,Mustafa Al-Kadhimi ceremonial visit to Al Anbar
internvid_arabic_political_edited_speech_0,International influences on UAE-Türkiye relations
internvid_arabic_political_edited_speech_1,Friends assisting politician accused of murder escape
internvid_arabic_political_edited_speech_2,Nicolas Sarkozy financing campaign from Muammar Gaddafi
internvid_arabic_political_edited_ocr_0,UAE investing billions into Türkiye
internvid_arabic_political_edited_ocr_1,Dangers of motorcycles in American cities
internvid_arabic_political_edited_ocr_2,Political leaders meeting on ice in Saint Petersburg
internvid_arabic_political_edited_ocr_3,Sherif Hajjaj connection to journalist killing
internvid_arabic_political_edited_ocr_4,Project building 51 schools in Anbar Governorate
internvid_arabic_political_professional_base_0,Iraqi Prime Minister bringing together Saudi Arabia and Iran
internvid_arabic_political_professional_base_1,Saudi Arabia's refusal to increase oil production after Biden visit
internvid_arabic_political_professional_base_2,Sultan Ali Al-Arada and Tareq Mohammed Abdullah Saleh refuse to return to Aden
internvid_arabic_political_professional_base_3,2021 Tigray War Ethiopian army counteroffensive
internvid_arabic_political_professional_base_4,Egyptian building violations controversy
internvid_arabic_political_professional_base_5,Palestinian airborne arson attacks
